Pause Before,Size,Left Span,Right Span,Weight,RL Ratio,WS Ratio
3089,4,3,4,3,1.3333333333333333,0.75
4430,4,3,3,3,1.0,0.75
6099,3,3,2,2,0.6666666666666666,0.6666666666666666
9017,4,4,2,2,0.5,0.5
6646,3,2,3,2,1.5,0.6666666666666666
7192,4,3,3,3,1.0,0.75
2433,5,4,3,3,0.75,0.6
3120,2,2,2,2,1.0,1.0
1716,3,3,2,2,0.6666666666666666,0.6666666666666666
2667,4,4,2,2,0.5,0.5
10593,5,5,2,2,0.39999999999999997,0.39999999999999997
4119,4,2,4,2,2.0,0.5
1155,5,3,4,3,1.3333333333333333,0.6
2964,6,4,4,3,1.0,0.5
24398,3,2,3,2,1.5,0.6666666666666666
12636,4,3,3,3,1.0,0.75
1623,2,2,2,2,1.0,1.0
16224,3,3,2,2,0.6666666666666666,0.6666666666666666
16286,4,4,2,2,0.5,0.5
749,5,5,2,2,0.39999999999999997,0.39999999999999997
6786,2,2,2,2,1.0,1.0
2090,3,3,2,2,0.6666666666666666,0.6666666666666666
3245,1,1,1,1,1.0,1.0
2371,1,1,1,1,1.0,1.0
780,3,1,3,1,3.0,0.3333333333333333
1950,4,2,4,2,2.0,0.5
796,3,2,3,2,1.5,0.6666666666666666
3463,4,3,3,2,1.0,0.5
1513,3,2,3,2,1.5,0.6666666666666666
9297,2,1,2,1,2.0,0.5
21450,3,2,2,2,1.0,0.6666666666666666
3494,1,1,1,1,1.0,1.0
3947,2,2,1,1,0.5,0.5
17940,3,3,2,2,0.6666666666666666,0.6666666666666666
2730,3,3,1,1,0.3333333333333333,0.3333333333333333
2341,2,1,2,1,2.0,0.5
2355,3,2,2,2,1.0,0.6666666666666666
8471,2,2,2,2,1.0,1.0
1919,1,1,1,1,1.0,1.0
1139,2,2,1,1,0.5,0.5
26989,2,1,2,1,2.0,0.5
2153,1,1,1,1,1.0,1.0
6146,2,2,2,2,1.0,1.0
3245,3,3,2,2,0.6666666666666666,0.6666666666666666
1326,2,2,1,1,0.5,0.5
3760,3,3,1,1,0.3333333333333333,0.3333333333333333
2121,1,1,1,1,1.0,1.0
1638,1,1,1,1,1.0,1.0
11248,2,2,1,1,0.5,0.5
4805,3,3,1,1,0.3333333333333333,0.3333333333333333
9048,4,4,1,1,0.25,0.25
9267,5,5,1,1,0.19999999999999998,0.19999999999999998
717,6,6,1,1,0.16666666666666666,0.16666666666666666
17457,4,1,4,1,4.0,0.25
3526,3,1,3,1,3.0,0.3333333333333333
2137,2,1,2,1,2.0,0.5
2652,3,2,2,2,1.0,0.6666666666666666
5600,4,3,2,2,0.6666666666666666,0.5
1545,5,4,2,2,0.5,0.39999999999999997
2574,2,2,2,2,1.0,1.0
14258,3,3,2,2,0.6666666666666666,0.6666666666666666
10686,4,4,2,2,0.5,0.5
19532,5,5,2,2,0.39999999999999997,0.39999999999999997
1185,2,2,2,2,1.0,1.0
250,3,3,2,2,0.6666666666666666,0.6666666666666666
3229,1,1,1,1,1.0,1.0
3510,1,1,1,1,1.0,1.0
671,4,1,4,1,4.0,0.25
733,3,1,3,1,3.0,0.3333333333333333
4540,4,2,4,2,2.0,0.5
4555,4,2,3,2,1.5,0.5
2324,2,1,2,1,2.0,0.5
733,3,2,2,2,1.0,0.6666666666666666
5538,4,3,2,2,0.6666666666666666,0.5
5678,5,4,2,2,0.5,0.39999999999999997
2200,6,5,2,2,0.39999999999999997,0.3333333333333333
16131,2,2,2,2,1.0,1.0
4305,1,1,1,1,1.0,1.0
1061,1,1,1,1,1.0,1.0
3339,2,1,2,1,2.0,0.5
2621,1,1,1,1,1.0,1.0
312,2,2,1,1,0.5,0.5
13276,6,3,4,2,1.3333333333333333,0.3333333333333333
3354,7,4,4,3,1.0,0.42857142857142855
9001,8,5,4,3,0.7999999999999999,0.375
4602,5,3,3,2,1.0,0.39999999999999997
172,6,4,3,3,0.75,0.5
406,7,5,3,3,0.6,0.42857142857142855
1077,5,4,3,3,0.75,0.6
2574,6,5,3,3,0.6,0.5
1482,4,3,2,2,0.6666666666666666,0.5
265,5,4,2,2,0.5,0.39999999999999997
6536,4,4,2,2,0.5,0.5
1295,4,4,2,2,0.5,0.5
8330,3,3,1,1,0.3333333333333333,0.3333333333333333
1903,4,4,1,1,0.25,0.25
19734,5,5,1,1,0.19999999999999998,0.19999999999999998
18845,2,1,2,1,2.0,0.5
10078,3,2,2,2,1.0,0.6666666666666666
5678,1,1,1,1,1.0,1.0
156,1,1,1,1,1.0,1.0
1201,2,2,1,1,0.5,0.5
1685,3,3,1,1,0.3333333333333333,0.3333333333333333
19937,4,4,1,1,0.25,0.25
1357,2,1,2,1,2.0,0.5
3869,3,2,2,2,1.0,0.6666666666666666
2090,4,3,2,2,0.6666666666666666,0.5
484,5,4,2,2,0.5,0.39999999999999997
312,2,2,2,2,1.0,1.0
7893,3,3,2,2,0.6666666666666666,0.6666666666666666
2558,1,1,1,1,1.0,1.0
1592,1,1,1,1,1.0,1.0
8627,2,2,1,1,0.5,0.5
827,2,1,2,1,2.0,0.5
8253,3,2,2,2,1.0,0.6666666666666666
0,4,3,3,3,1.0,0.75
3557,4,3,2,2,0.6666666666666666,0.5
17659,5,4,2,2,0.5,0.39999999999999997
3229,1,1,1,1,1.0,1.0
390,1,1,1,1,1.0,1.0
359,1,1,1,1,1.0,1.0
921,2,2,2,2,1.0,1.0
1310,2,2,1,1,0.5,0.5
2714,3,3,1,1,0.3333333333333333,0.3333333333333333
234,3,1,3,1,3.0,0.3333333333333333
1747,4,2,3,2,1.5,0.5
1560,2,1,2,1,2.0,0.5
499,3,2,2,2,1.0,0.6666666666666666
671,4,3,2,2,0.6666666666666666,0.5
3713,4,2,4,2,2.0,0.5
890,3,2,3,2,1.5,0.6666666666666666
780,4,3,3,3,1.0,0.75
1389,2,2,2,2,1.0,1.0
2012,3,3,2,2,0.6666666666666666,0.6666666666666666
920,4,4,2,2,0.5,0.5
1419,2,2,2,2,1.0,1.0
952,3,3,2,2,0.6666666666666666,0.6666666666666666
530,4,4,2,2,0.5,0.5
1404,1,1,1,1,1.0,1.0
1420,1,1,1,1,1.0,1.0
873,2,2,1,1,0.5,0.5
702,2,1,2,1,2.0,0.5
1341,3,2,2,2,1.0,0.6666666666666666
343,4,3,2,2,0.6666666666666666,0.5
2199,1,1,1,1,1.0,1.0
764,2,2,2,2,1.0,1.0
218,2,2,1,1,0.5,0.5
562,3,3,1,1,0.3333333333333333,0.3333333333333333
1014,4,4,1,1,0.25,0.25
905,1,1,1,1,1.0,1.0
2168,1,1,1,1,1.0,1.0
577,2,2,2,2,1.0,1.0
717,4,2,3,2,1.5,0.5
296,5,3,3,3,1.0,0.6
1185,6,4,3,3,0.75,0.5
4836,3,2,2,2,1.0,0.6666666666666666
437,4,3,2,2,0.6666666666666666,0.5
3993,5,4,2,2,0.5,0.39999999999999997
951,6,5,2,2,0.39999999999999997,0.3333333333333333
546,2,2,1,1,0.5,0.5
3557,3,3,1,1,0.3333333333333333,0.3333333333333333
920,3,1,3,1,3.0,0.3333333333333333
2465,4,2,3,2,1.5,0.5
1482,2,1,2,1,2.0,0.5
452,3,2,2,2,1.0,0.6666666666666666
2745,2,2,2,2,1.0,1.0
1716,3,3,3,3,1.0,1.0
1030,3,3,2,2,0.6666666666666666,0.6666666666666666
1139,1,1,1,1,1.0,1.0
2605,1,1,1,1,1.0,1.0
686,2,2,1,1,0.5,0.5
780,2,1,2,1,2.0,0.5
499,3,2,2,2,1.0,0.6666666666666666
983,2,2,2,2,1.0,1.0
670,3,3,2,2,0.6666666666666666,0.6666666666666666
4602,3,2,3,2,1.5,0.6666666666666666
265,2,2,2,2,1.0,1.0
905,3,3,2,2,0.6666666666666666,0.6666666666666666
780,4,4,2,2,0.5,0.5
140,5,5,2,2,0.39999999999999997,0.39999999999999997
1654,6,6,2,2,0.3333333333333333,0.3333333333333333
2793,1,1,1,1,1.0,1.0
359,3,2,3,2,1.5,0.6666666666666666
983,2,2,2,2,1.0,1.0
749,3,3,2,2,0.6666666666666666,0.6666666666666666
5928,4,4,2,2,0.5,0.5
3900,2,2,1,1,0.5,0.5
452,3,3,2,2,0.6666666666666666,0.6666666666666666
234,4,4,2,2,0.5,0.5
1108,5,5,2,2,0.39999999999999997,0.39999999999999997
952,5,3,3,2,1.0,0.39999999999999997
1575,4,3,2,2,0.6666666666666666,0.5
358,3,3,1,1,0.3333333333333333,0.3333333333333333
686,4,4,1,1,0.25,0.25
639,4,1,4,1,4.0,0.25
546,5,2,4,2,2.0,0.39999999999999997
624,3,1,3,1,3.0,0.3333333333333333
561,4,2,3,2,1.5,0.5
780,5,3,3,2,1.0,0.39999999999999997
2590,6,4,3,2,0.75,0.3333333333333333
936,7,5,3,2,0.6,0.2857142857142857
2979,2,1,2,1,2.0,0.5
3338,3,2,2,2,1.0,0.6666666666666666
2402,4,3,2,2,0.6666666666666666,0.5
843,1,1,1,1,1.0,1.0
1186,2,2,1,1,0.5,0.5
312,3,3,1,1,0.3333333333333333,0.3333333333333333
375,4,4,1,1,0.25,0.25
718,5,5,1,1,0.19999999999999998,0.19999999999999998
437,1,1,1,1,1.0,1.0
344,1,1,1,1,1.0,1.0
812,2,2,1,1,0.5,0.5
421,3,3,1,1,0.3333333333333333,0.3333333333333333
1139,2,1,2,1,2.0,0.5
780,3,2,2,2,1.0,0.6666666666666666
639,3,2,3,2,1.5,0.6666666666666666
421,4,3,3,3,1.0,0.75
187,2,2,2,2,1.0,1.0
1030,3,3,2,2,0.6666666666666666,0.6666666666666666
717,4,4,2,2,0.5,0.5
296,2,2,2,2,1.0,1.0
655,3,3,2,2,0.6666666666666666,0.6666666666666666
5538,1,1,1,1,1.0,1.0
312,2,2,1,1,0.5,0.5
1342,3,3,2,2,0.6666666666666666,0.6666666666666666
4742,3,3,1,1,0.3333333333333333,0.3333333333333333
920,3,1,3,1,3.0,0.3333333333333333
640,4,2,3,2,1.5,0.5
2979,4,2,4,2,2.0,0.5
436,5,3,4,3,1.3333333333333333,0.6
249,3,2,3,2,1.5,0.6666666666666666
811,4,3,3,2,1.0,0.5
484,5,4,3,2,0.75,0.39999999999999997
343,3,2,3,2,1.5,0.6666666666666666
904,4,3,3,2,1.0,0.5
1592,2,1,2,1,2.0,0.5
11544,3,2,2,2,1.0,0.6666666666666666
5102,4,3,2,2,0.6666666666666666,0.5
655,1,1,1,1,1.0,1.0
2886,2,2,1,1,0.5,0.5
499,3,3,1,1,0.3333333333333333,0.3333333333333333
655,4,4,1,1,0.25,0.25
359,5,5,1,1,0.19999999999999998,0.19999999999999998
1841,6,6,1,1,0.16666666666666666,0.16666666666666666
936,2,1,2,1,2.0,0.5
812,1,1,1,1,1.0,1.0
686,1,1,1,1,1.0,1.0
562,2,2,1,1,0.5,0.5
2418,3,3,1,1,0.3333333333333333,0.3333333333333333
249,2,1,2,1,2.0,0.5
904,3,2,2,2,1.0,0.6666666666666666
4399,1,1,1,1,1.0,1.0
1123,2,2,1,1,0.5,0.5
2886,3,3,1,1,0.3333333333333333,0.3333333333333333
3931,3,1,3,1,3.0,0.3333333333333333
609,4,2,3,2,1.5,0.5
484,5,3,3,2,1.0,0.39999999999999997
951,3,2,3,2,1.5,0.6666666666666666
2262,4,3,3,2,1.0,0.5
640,3,2,3,2,1.5,0.6666666666666666
421,4,3,3,2,1.0,0.5
905,2,1,2,1,2.0,0.5
2091,3,2,2,2,1.0,0.6666666666666666
639,4,3,3,3,1.0,0.75
1607,4,3,2,2,0.6666666666666666,0.5
577,5,4,2,2,0.5,0.39999999999999997
16848,3,2,3,2,1.5,0.6666666666666666
640,4,3,3,3,1.0,0.75
687,2,2,2,2,1.0,1.0
3526,3,3,2,2,0.6666666666666666,0.6666666666666666
1919,4,4,2,2,0.5,0.5
1248,1,1,1,1,1.0,1.0
312,2,2,1,1,0.5,0.5
405,5,3,3,2,1.0,0.39999999999999997
515,4,3,2,2,0.6666666666666666,0.5
562,3,3,1,1,0.3333333333333333,0.3333333333333333
452,4,4,1,1,0.25,0.25
1654,5,5,1,1,0.19999999999999998,0.19999999999999998
187,2,1,2,1,2.0,0.5
718,1,1,1,1,1.0,1.0
640,1,1,1,1,1.0,1.0
5912,1,1,1,1,1.0,1.0
3042,2,2,1,1,0.5,0.5
